1.000000000000000000e+06,3.297862441921853849e-01,1.381698142054747716e-05
3.200000000000000000e+06,3.298032529892262477e-01,5.930834405062439084e-05
5.400000000000000000e+06,3.298262335917677701e-01,1.126322749415332737e-04
7.600000000000000000e+06,3.298532973464710638e-01,1.733943413455410801e-04
9.800000000000000000e+06,3.298820979872283954e-01,2.390957464174195315e-04
1.200000000000000000e+07,3.299123767477720737e-01,3.086666542149135543e-04
1.420000000000000000e+07,3.299433036213733628e-01,3.828449046589559512e-04
1.640000000000000000e+07,3.299746838853155895e-01,4.602488712335528194e-04
1.860000000000000000e+07,3.300098486388629015e-01,5.436422509131330410e-04
2.080000000000000000e+07,3.300398670872389806e-01,6.222095076733155823e-04
2.300000000000000000e+07,3.300744334901152821e-01,7.066715684880118436e-04
2.520000000000000000e+07,3.301142545893717695e-01,7.902865532733964601e-04
2.740000000000000000e+07,3.301398891050421613e-01,8.825363372026125749e-04
2.960000000000000000e+07,3.301732970227138630e-01,9.711709456912133139e-04
3.180000000000000000e+07,3.302093691013293086e-01,1.060446863523234300e-03
3.400000000000000000e+07,3.302420845889419421e-01,1.151119671828149246e-03
3.620000000000000000e+07,3.302745046191240541e-01,1.246982965955947169e-03
3.840000000000000000e+07,3.303090988857764199e-01,1.340784773023723838e-03
4.060000000000000000e+07,3.303452765481002529e-01,1.437851660818277892e-03
4.280000000000000000e+07,3.303815099245264175e-01,1.534559861383195684e-03
4.500000000000000000e+07,3.304181392106703696e-01,1.632565177957163429e-03
4.720000000000000000e+07,3.304569673062289215e-01,1.731788306569542269e-03
4.940000000000000000e+07,3.304955766839616227e-01,1.832368018522644807e-03
5.160000000000000000e+07,3.305331797332029531e-01,1.931179530360909585e-03
5.380000000000000000e+07,3.305607828989681196e-01,2.033130079875732077e-03
5.600000000000000000e+07,3.306102663083639315e-01,2.138073744404802874e-03
5.820000000000000000e+07,3.306503296037682227e-01,2.244150956529539481e-03
6.040000000000000000e+07,3.306904001012451189e-01,2.344660932414639135e-03
6.260000000000000000e+07,3.307302169673896342e-01,2.451621042341165478e-03
6.480000000000000000e+07,3.307736711382351369e-01,2.557680859957145968e-03
6.700000000000000000e+07,3.308148031185008109e-01,2.663872500698404901e-03
