1000000,81.15877,6.62457
3.20E+06,93.55085,8.27446
5.40E+06,95.84269,10.74134
7.60E+06,98.3438,12.82657
9.80E+06,100.41789,13.95732
1.20E+07,102.45967,15.02289
1.42E+07,104.05072,15.68106
1.64E+07,105.65612,16.1316
1.86E+07,107.63399,17.22198
2.08E+07,107.89177,17.14844
2.30E+07,109.21034,17.77
2.52E+07,109.74083,19.69299
2.74E+07,111.31617,18.61271
2.96E+07,112.00144,18.9033
3.18E+07,112.60181,19.52939
3.40E+07,113.19866,19.52298
3.62E+07,114.41447,19.75342
3.84E+07,114.99227,20.12671
4.06E+07,115.7251,20.21134
4.28E+07,116.5385,20.43604
4.50E+07,117.23704,20.66017
4.72E+07,117.76291,21.02716
4.94E+07,118.3421,21.33865
5.16E+07,118.93961,21.49196
5.38E+07,119.45797,20.82622
5.60E+07,119.94124,21.77292
5.82E+07,120.58205,21.71543
6.04E+07,121.0042,22.18689
6.26E+07,121.54551,22.36744
6.48E+07,121.95595,22.45434
6.70E+07,122.42113,22.6763
6.92E+07,122.98605,23.00459
7.14E+07,123.60614,23.00735
7.36E+07,124.07972,23.20964
7.58E+07,124.51964,23.29463
7.80E+07,124.82137,23.28916
8.02E+07,125.1854,23.71611
8.24E+07,125.664,23.8913
8.46E+07,126.12234,23.96381
8.68E+07,126.41568,23.87621
8.90E+07,126.84234,24.10455
9.12E+07,127.29342,24.30226
9.34E+07,127.67317,24.45057
9.56E+07,127.92992,24.68058
9.78E+07,128.24765,24.66051
1.00E+08,128.67716,24.81192
1.02E+08,129.09571,24.82412
1.04E+08,129.25954,25.01167
1.07E+08,129.63213,25.21218
1.09E+08,129.99877,25.33704
1.11E+08,130.27384,25.53951
1.13E+08,130.76623,25.56858
1.15E+08,130.96124,25.70776
1.18E+08,131.32419,25.88147
1.20E+08,131.71434,26.19218
1.22E+08,132.08996,26.07869
1.24E+08,132.29684,26.11379
1.26E+08,132.65108,26.16114
1.29E+08,132.97566,26.39448
1.31E+08,133.31553,26.26896
1.33E+08,133.46207,26.51544
1.35E+08,133.77255,26.731
1.37E+08,134.05088,26.86783
1.40E+08,134.47087,26.91172
1.42E+08,134.65735,26.97089
1.44E+08,134.96452,27.08852
1.46E+08,135.15685,27.21786
1.48E+08,135.36749,27.28986
1.51E+08,135.68178,27.36979
1.53E+08,135.79046,27.18252
1.55E+08,136.18733,27.42159
1.57E+08,136.70935,27.44316
1.59E+08,136.8615,27.75081
1.62E+08,137.04602,27.66602
1.64E+08,137.29693,27.73434
1.66E+08,137.64621,27.8406
1.68E+08,137.87724,28.01334
1.70E+08,138.01638,28.07144
1.73E+08,138.34254,28.18438
1.75E+08,138.75184,28.15868
1.77E+08,139.06487,28.27236
1.79E+08,139.35555,28.37517
1.81E+08,139.59531,28.56359
1.84E+08,139.9101,28.60432
1.86E+08,140.011,28.54099
1.88E+08,140.42853,28.47163
1.90E+08,140.7102,28.50709
1.92E+08,140.89235,28.75266
1.95E+08,141.01416,28.76367
1.97E+08,141.18667,28.85303
1.99E+08,141.37177,28.84999
2.01E+08,141.78885,29.18559
2.03E+08,142.07739,29.13937
2.06E+08,142.308,29.1092
2.08E+08,142.47838,29.18694
2.10E+08,142.74619,29.26818
2.12E+08,143.02041,29.17544
2.14E+08,143.09189,29.24957
2.17E+08,143.36591,29.38669
2.19E+08,143.46173,29.28776
2.21E+08,143.91208,29.48079
2.23E+08,144.17655,29.58483
2.25E+08,144.43699,29.58027
2.28E+08,144.53206,29.60748
2.30E+08,144.84513,29.7366
2.32E+08,145.37082,29.87974
2.34E+08,145.47717,29.93263
2.36E+08,145.64143,29.83119
2.39E+08,145.85698,29.77343
2.41E+08,145.98567,29.93341
2.43E+08,146.1603,30.01836
2.45E+08,146.47119,30.11895
2.47E+08,146.84763,29.98336
2.50E+08,147.05647,29.94308
2.52E+08,147.36996,30.05529
2.54E+08,147.33965,29.98689
2.56E+08,147.51524,30.06891
2.58E+08,147.91949,30.17655
2.61E+08,148.26825,30.55324
2.63E+08,148.27874,30.53276
2.65E+08,148.40435,30.34975
2.67E+08,148.5194,30.41661
2.69E+08,148.95889,30.40102
2.72E+08,149.10574,30.48243
2.74E+08,149.27279,30.658
2.76E+08,149.68589,30.67903
2.78E+08,149.83013,30.64656
2.80E+08,149.97511,30.60982
2.83E+08,150.21548,30.53582
2.85E+08,150.28905,30.57712
2.87E+08,150.70813,30.76287
2.89E+08,150.99056,30.77426
2.91E+08,151.12168,30.88134
2.94E+08,151.24102,31.08597
2.96E+08,151.45306,31.12397
2.98E+08,151.71929,30.97681
3.00E+08,151.81124,30.85309
3.02E+08,152.06714,30.97948
3.05E+08,152.38701,31.12898
3.07E+08,152.48298,31.3134
3.09E+08,152.64727,31.26115
3.11E+08,152.75431,31.2024
3.13E+08,153.16351,31.05737
3.16E+08,153.24902,31.10519
3.18E+08,153.3337,31.18682
3.20E+08,154.05832,30.05596
3.22E+08,153.90267,31.33757
3.24E+08,153.86324,31.2921
3.27E+08,154.34728,31.39284
3.29E+08,154.67506,31.44086
3.31E+08,154.74837,31.38419
3.33E+08,154.61439,31.45046
3.35E+08,155.1035,31.56256
3.38E+08,155.37395,31.48978
3.40E+08,155.27311,31.29905
3.42E+08,155.61521,31.53347
3.44E+08,155.8705,31.51212
3.46E+08,156.22519,31.48684
3.49E+08,156.69018,31.48029
3.51E+08,156.74155,31.51099
3.53E+08,156.71637,31.54435
3.55E+08,156.85355,31.76431
3.57E+08,157.22766,31.79357
3.60E+08,157.73611,31.83363
3.62E+08,157.65675,31.84458
3.64E+08,157.99479,31.76609
3.66E+08,158.3166,31.64887
3.68E+08,158.29551,31.82185
3.71E+08,158.39273,31.90474
3.73E+08,158.63194,31.83391
3.75E+08,158.8536,31.75844
3.77E+08,159.32776,31.67414
3.79E+08,159.49788,31.67379
3.82E+08,159.56306,31.89066
3.84E+08,159.99839,30.97256
3.86E+08,160.1195,31.94407
3.88E+08,160.478,31.67855
3.90E+08,160.70502,31.55671
3.93E+08,160.83709,31.95471
3.95E+08,160.83005,31.97846
3.97E+08,161.26374,31.82579
3.99E+08,161.40887,31.76738
4.01E+08,161.72078,31.91374
4.04E+08,161.85701,32.09248
