1.000000000000000000e+06 3.297826191238188431e-01 2.234957194075678141e-07
3.200000000000000000e+06 3.297829908150098355e-01 7.154170939526762990e-07
5.400000000000000000e+06 3.297837519256681671e-01 1.207460431052455495e-06
7.600000000000000000e+06 3.297849024298699638e-01 1.699831038467879773e-06
9.800000000000000000e+06 3.297864423335232775e-01 2.192645554508099333e-06
1.200000000000000000e+07 3.297883716390735409e-01 2.686030564136164893e-06
1.420000000000000000e+07 3.297906903450726346e-01 3.180114782827697615e-06
1.640000000000000000e+07 3.297933984452455780e-01 3.675027652886485101e-06
1.860000000000000000e+07 3.297964959433920540e-01 4.170893773922581003e-06
2.080000000000000000e+07 3.297999828349709728e-01 4.667840422169918095e-06
2.300000000000000000e+07 3.298038591219895066e-01 5.165992026757276938e-06
2.520000000000000000e+07 3.298081247973340124e-01 5.665474779378294549e-06
2.740000000000000000e+07 3.298127798622945139e-01 6.166411710966083714e-06
2.960000000000000000e+07 3.298178243134424203e-01 6.668926152882737721e-06
3.180000000000000000e+07 3.298232581502666405e-01 7.173139808199215763e-06
3.400000000000000000e+07 3.298290813695793355e-01 7.679173887680315613e-06
3.620000000000000000e+07 3.298352939705874731e-01 8.187148031609293872e-06
3.840000000000000000e+07 3.298418959509823445e-01 8.697180991408455067e-06
4.060000000000000000e+07 3.298488873092239593e-01 9.209390148520465874e-06
4.280000000000000000e+07 3.298562680438393846e-01 9.723891584786278818e-06
4.500000000000000000e+07 3.298640381536137589e-01 1.024079999572646495e-05
4.720000000000000000e+07 3.298721976381422394e-01 1.076022856589013600e-05
4.940000000000000000e+07 3.298807464966528880e-01 1.128228907704673381e-05
5.160000000000000000e+07 3.298896847294647272e-01 1.180709166508306994e-05
5.380000000000000000e+07 3.298990123368266136e-01 1.233474492207058574e-05
5.600000000000000000e+07 3.299087293194993831e-01 1.286535577428971954e-05
5.820000000000000000e+07 3.299188356792897570e-01 1.339902938312265241e-05
6.040000000000000000e+07 3.299293314182538128e-01 1.393586919483568917e-05
6.260000000000000000e+07 3.299402165395464714e-01 1.447597681095247026e-05
6.480000000000000000e+07 3.299514910466843642e-01 1.501945202940731812e-05
6.700000000000000000e+07 3.299631549443129419e-01 1.556639273348153860e-05
6.920000000000000000e+07 3.299752082377907514e-01 1.611689490254771537e-05
7.140000000000000000e+07 3.299876509335128993e-01 1.667105255268559204e-05
7.360000000000000000e+07 3.300004830392115895e-01 1.722895768616156619e-05
7.580000000000000000e+07 3.300137045633857458e-01 1.779070031838034095e-05
7.800000000000000000e+07 3.300273155157827376e-01 1.835636841413656808e-05
8.020000000000000000e+07 3.300413159074463421e-01 1.892604786608722441e-05
8.240000000000000000e+07 3.300557057506037228e-01 1.949982248777264990e-05
8.460000000000000000e+07 3.300704850591230088e-01 2.007777396470107590e-05
8.680000000000000000e+07 3.300856538482210834e-01 2.065998186653668055e-05
8.900000000000000000e+07 3.301012121345672790e-01 2.124652363012425566e-05
9.120000000000000000e+07 3.301171599366120590e-01 2.183747452931135741e-05
9.340000000000000000e+07 3.301334972743203422e-01 2.243290769067365263e-05
9.560000000000000000e+07 3.301502241694413975e-01 2.303289407238718283e-05
9.780000000000000000e+07 3.301673406455400417e-01 2.363750246305152373e-05
1.000000000000000000e+08 3.301848467279862032e-01 2.424679948519328638e-05
1.020000000000000000e+08 3.302010994596810689e-01 2.480482878014753269e-05
1.040000000000000000e+08 3.302176742247750485e-01 2.536683312814046840e-05
1.070000000000000000e+08 3.302431402367138613e-01 2.621739175874606903e-05
1.090000000000000000e+08 3.302605201910585597e-01 2.678952909276728308e-05
1.110000000000000000e+08 3.302782222674088275e-01 2.736579390118036424e-05
1.130000000000000000e+08 3.302962464943740017e-01 2.794622644989942691e-05
1.150000000000000000e+08 3.303145929022631155e-01 2.853086554955060121e-05
1.180000000000000000e+08 3.303427166738142629e-01 2.941579283162343785e-05
1.200000000000000000e+08 3.303618686776711444e-01 3.001110867077192655e-05
1.220000000000000000e+08 3.303813429817713532e-01 3.061075562572897977e-05
1.240000000000000000e+08 3.304011396240681964e-01 3.121476611751084423e-05
1.260000000000000000e+08 3.304212586444241206e-01 3.182317117595152953e-05
1.290000000000000000e+08 3.304520417252601594e-01 3.274408309925409149e-05
1.310000000000000000e+08 3.304729668768287554e-01 3.336360139651669833e-05
1.330000000000000000e+08 3.304942145603518289e-01 3.398761218830654315e-05
1.350000000000000000e+08 3.305157848241778162e-01 3.461614046388691591e-05
1.370000000000000000e+08 3.305376777185255466e-01 3.524920992246337846e-05
1.400000000000000000e+08 3.305711221074796868e-01 3.620737751286748427e-05
1.420000000000000000e+08 3.305938218116636906e-01 3.685189525247824628e-05
1.440000000000000000e+08 3.306168443385887890e-01 3.750102717265378795e-05
1.460000000000000000e+08 3.306401897477701524e-01 3.815479138049225301e-05
1.480000000000000000e+08 3.306638581010212796e-01 3.881320478926395917e-05
1.510000000000000000e+08 3.306999662913424620e-01 3.980957630309138055e-05
1.530000000000000000e+08 3.307244422890813773e-01 4.047967914083131695e-05
1.550000000000000000e+08 3.307492414641390877e-01 4.115448136562611031e-05
1.570000000000000000e+08 3.307743638882251758e-01 4.183399482795477342e-05
1.590000000000000000e+08 3.307998096352838813e-01 4.251823031716094086e-05
1.620000000000000000e+08 3.308385846539156350e-01 4.355345839779685429e-05
1.640000000000000000e+08 3.308648390470371181e-01 4.424953939340243688e-05
1.660000000000000000e+08 3.308914170401701660e-01 4.495037214688983048e-05
1.680000000000000000e+08 3.309183187177047736e-01 4.565596295896275471e-05
1.700000000000000000e+08 3.309455441664364006e-01 4.636631719746930945e-05
1.730000000000000000e+08 3.309869896062790362e-01 4.744078949561476421e-05
1.750000000000000000e+08 3.310150248784914928e-01 4.816306989007820101e-05
1.770000000000000000e+08 3.310433842445793529e-01 4.889012551598555928e-05
1.790000000000000000e+08 3.310720678022550656e-01 4.962195784928846314e-05
1.810000000000000000e+08 3.311010756516555298e-01 5.035856756981555604e-05
1.840000000000000000e+08 3.311451956978179179e-01 5.147243934402270804e-05
1.860000000000000000e+08 3.311750147307608860e-01 5.222099049638682607e-05
1.880000000000000000e+08 3.312051584253722925e-01 5.297431548734439711e-05
1.900000000000000000e+08 3.312356268929546599e-01 5.373241170872622701e-05
1.920000000000000000e+08 3.312664202473203923e-01 5.449527588741075521e-05
1.950000000000000000e+08 3.313132196967733534e-01 5.564850334226080877e-05
1.970000000000000000e+08 3.313448257826116516e-01 5.642326894210500756e-05
1.990000000000000000e+08 3.313767571735069528e-01 5.720278614468621981e-05
2.010000000000000000e+08 3.314090139946646030e-01 5.798704897406627671e-05
2.030000000000000000e+08 3.314415963738137627e-01 5.877605091765986675e-05
2.060000000000000000e+08 3.314910806495388051e-01 5.996842416033990031e-05
2.080000000000000000e+08 3.315244774993914012e-01 6.076924206412402863e-05
2.100000000000000000e+08 3.315582003745028983e-01 6.157477237143631622e-05
2.120000000000000000e+08 3.315922494141392840e-01 6.238500642239708531e-05
2.140000000000000000e+08 3.316266247601398764e-01 6.319993513879070576e-05
2.170000000000000000e+08 3.316787999200861425e-01 6.443110988253645361e-05
2.190000000000000000e+08 3.317139916692895540e-01 6.525773299165969407e-05
2.210000000000000000e+08 3.317495102414733110e-01 6.608901599803882810e-05
2.230000000000000000e+08 3.317853557899743122e-01 6.692494819592078562e-05
2.250000000000000000e+08 3.318215284707769497e-01 6.776551856850103256e-05
2.280000000000000000e+08 3.318764012124844065e-01 6.903504590125204322e-05
2.300000000000000000e+08 3.319133924231267296e-01 6.988716166453897772e-05
2.320000000000000000e+08 3.319507113321031322e-01 7.074387488862775471e-05
2.340000000000000000e+08 3.319883581068839296e-01 7.160517339889635945e-05
2.360000000000000000e+08 3.320263329175463518e-01 7.247104480963323565e-05
2.390000000000000000e+08 3.320839105790434620e-01 7.377839855401755853e-05
