1.000000000000000000e+06 3.297853640986138646e-01 1.200820230784251199e-05
3.200000000000000000e+06 3.298040084546731143e-01 4.944903598513637988e-05
5.400000000000000000e+06 3.298343278295591263e-01 9.489966776114912425e-05
7.600000000000000000e+06 3.298721200025316325e-01 1.489400330226490891e-04
9.800000000000000000e+06 3.299141581014429780e-01 2.098302079351181139e-04
1.200000000000000000e+07 3.299608755510972657e-01 2.770637817850571828e-04
1.420000000000000000e+07 3.300102789274381165e-01 3.495659971066687483e-04
1.640000000000000000e+07 3.300623398811500242e-01 4.273905758190992021e-04
1.860000000000000000e+07 3.301202993101417515e-01 5.101866060151046727e-04
2.080000000000000000e+07 3.301743297462869653e-01 5.916457916838717976e-04
2.300000000000000000e+07 3.302356222870184155e-01 6.801763659535100095e-04
2.520000000000000000e+07 3.303047363114415824e-01 7.674773099596078098e-04
2.740000000000000000e+07 3.303621280447463504e-01 8.693643821720132940e-04
2.960000000000000000e+07 3.304267700885827885e-01 9.659928931802755532e-04
3.180000000000000000e+07 3.304960369731385628e-01 1.065067082780746504e-03
3.400000000000000000e+07 3.305616851641551834e-01 1.168169439265724641e-03
3.620000000000000000e+07 3.306311471724244777e-01 1.281029994362893609e-03
3.840000000000000000e+07 3.307042412552546606e-01 1.389284725024179327e-03
4.060000000000000000e+07 3.307762896699747990e-01 1.503337815234023506e-03
4.280000000000000000e+07 3.308511789555576010e-01 1.619479294924070249e-03
4.500000000000000000e+07 3.309281130780875602e-01 1.739800212833337439e-03
4.720000000000000000e+07 3.310064633411398116e-01 1.859488012794015700e-03
4.940000000000000000e+07 3.310832657258707123e-01 1.982281396240379284e-03
5.160000000000000000e+07 3.311635035432511920e-01 2.108483345128196827e-03
5.380000000000000000e+07 3.312309448355574837e-01 2.240061154429191445e-03
5.600000000000000000e+07 3.313245263615406944e-01 2.367124689797917101e-03
5.820000000000000000e+07 3.314054631551914265e-01 2.506610732145811687e-03
6.040000000000000000e+07 3.314886488099369477e-01 2.636724806482696609e-03
6.260000000000000000e+07 3.315748979431521470e-01 2.776621745831740068e-03
6.480000000000000000e+07 3.316562123516285654e-01 2.912278049170182598e-03
6.700000000000000000e+07 3.317403714757033995e-01 3.058040364367393179e-03
6.920000000000000000e+07 3.318330063168191679e-01 3.203257401909449017e-03
7.140000000000000000e+07 3.319200413720151399e-01 3.353509903689685327e-03
